f0,f1,f2,class
0.974230857,0.54674728,0.5331942,2
0.729919397,0.96155971,0.685754044,2
0.723190813,0.646714843,0.106754698,1
0.259869996,0.151363059,0.259960019,1
0.766278892,0.079755409,0.807607394,2
0.371867993,0.637412062,0.34636278,1
0.933114475,0.057079742,0.349713649,1
0.140721028,0.171287003,0.350256024,1
0.193411367,0.928350479,0.253952109,1
0.326492914,0.304023617,0.365242401,1
0.231678538,0.98762745,0.275322473,1
0.121641697,0.420064223,0.128670107,1
0.459640182,0.179691418,0.692444022,1
0.840664446,0.430830415,0.827066992,2
0.011523062,0.439789318,0.655213176,1
0.239176402,0.825213956,0.658988269,2
0.479008684,0.692788193,0.992056167,2
0.21029095,0.625897935,0.894607969,2
0.739909006,0.273004481,0.280812547,1
0.139071176,0.802808284,0.117679243,1
0.967015123,0.992161786,0.030170671,2
0.323410822,0.983413076,0.270571815,2
0.852069074,0.474236005,0.048923919,1
0.333963312,0.009948258,0.1452617,0
0.591239526,0.748466154,0.015878451,1
0.870638582,0.83796619,0.983966958,3
0.403339361,0.033718471,0.599860858,1
0.876927968,0.712623703,0.818243795,2
0.916859573,0.793829607,0.688354222,2
0.851662687,0.917232418,0.101530997,2
0.261656539,0.702668283,0.706316582,2
0.438317705,0.666973407,0.457807997,2
0.958591049,0.430899798,0.499690025,2
0.453671865,0.018776362,0.573554044,1
0.647621625,0.865229971,0.393552705,2
0.306555497,0.466429596,0.323753662,1
0.374265759,0.389973783,0.446707176,1
0.414436832,0.751240672,0.22172334,1
0.678442395,0.474281485,0.938713129,2
0.093036078,0.999710847,0.346975591,1
0.916625385,0.254563011,0.886435001,2
0.902434656,0.433330779,0.649209805,2
0.054832813,0.684563566,0.472496753,1
0.377258845,0.157727458,0.858101515,1
0.359536117,0.879258744,0.010502208,1
0.850689822,0.306386816,0.117392283,1
0.077258936,0.405908567,0.527797342,1
0.457219927,0.919176746,0.884959673,2
0.791275977,0.565907613,0.389150052,2
0.742425011,0.267888394,0.632992522,2
0.107198025,0.404629073,0.205343714,1
0.714372273,0.419986077,0.046752909,1
0.372566968,0.466107113,0.638575806,1
0.074935809,0.769101189,0.180930711,1
0.710970786,0.56942148,0.47099845,2
0.577637047,0.166462849,0.784459799,2
0.929345819,0.334838792,0.986022589,2
0.697239263,0.384186534,0.081739255,1
0.791175948,0.147066118,0.396080966,1
0.524564527,0.046018991,0.653380359,1
0.016910048,0.601700159,0.704673378,1
0.812163969,0.977554606,0.254618173,2
0.316325563,0.288271903,0.775104083,1
0.048048005,0.078010764,0.524928642,1
0.737588178,0.077322309,0.516847314,1
0.253548358,0.373011912,0.21377756,1
0.842466604,0.996983006,0.804463097,3
0.458947689,0.527510355,0.206955894,1
0.66552769,0.78544076,0.11908029,2
0.479816463,0.748442202,0.27021524,1
0.907846627,0.642532883,0.274489581,2
0.827356168,0.90119107,0.069595063,2
0.769121405,0.474898455,0.742598478,2
0.735838817,0.340272297,0.000442344,1
0.300665264,0.691676209,0.194932708,1
0.432140061,0.131491847,0.311659425,1
0.758316716,0.518908554,0.661979781,2
0.217058504,0.225482478,0.160535819,1
0.098866333,0.292672283,0.451185967,1
0.880739537,0.66301369,0.555481959,2
0.307825146,0.192996357,0.044328217,1
0.443831421,0.652537028,0.917057523,2
0.328985624,0.46256023,0.533561608,1
0.926938944,0.684870819,0.716713741,2
0.6090271,0.26729516,0.004810004,1
0.974386661,0.458393357,0.543334604,2
0.598337387,0.225128811,0.179857497,1
0.178551139,0.885643644,0.20505233,1
0.777563741,0.831945736,0.957926558,3
0.701005608,0.561129038,0.144652525,1
0.393835996,0.755345368,0.621260566,2
0.584550999,0.135743527,0.991685172,2
0.30784022,0.63968342,0.340506661,1
0.433889146,0.471566794,0.883627794,2
0.821521093,0.495784447,0.461999447,2
0.956183067,0.040753963,0.784792577,2
0.078018514,0.554906515,0.982800992,2
0.795683234,0.773609688,0.470571465,2
0.673053985,0.020073294,0.61595062,1
0.086901671,0.997672017,0.591581522,2
0.492675206,0.032111138,0.793797883,1
0.323655355,0.311890163,0.14357618,1
0.491577064,0.359700434,0.933613687,2
0.867985175,0.050319645,0.921744285,2
0.223197444,0.484556694,0.286085373,1
0.597580662,0.238513678,0.178965334,1
0.136491822,0.094415372,0.431965374,1
0.622472889,0.399874432,0.971283668,2
0.145076199,0.611631121,0.0940524,1
0.787220836,0.600652306,0.94126578,2
0.459251743,0.305523433,0.547223268,1
0.950472023,0.751367031,0.61336421,2
0.46589608,0.317217642,0.780979236,2
0.651741879,0.670484706,0.613291175,2
0.108375446,0.847457104,0.926033734,2
0.420572542,0.694595073,0.115263055,1
0.382811585,0.430569243,0.418194408,1
0.790857741,0.329575117,0.65644551,2
0.048930689,0.834767867,0.31856185,1
0.452466203,0.118545296,0.374283351,1
0.96472702,0.748326731,0.479163298,2
0.76430979,0.790502527,0.557887526,2
0.546075789,0.015293095,0.773627797,1
0.342566156,0.981913182,0.346297289,2
0.912226963,0.237002669,0.328190259,1
0.740773395,0.383334745,0.417536331,2
0.284331661,0.911978221,0.00425674,1
0.677292836,0.836451372,0.36451318,2
0.882373712,0.269959806,0.266122962,1
0.763497185,0.870667109,0.48165575,2
0.194138954,0.244708455,0.471697401,1
0.157329367,0.781417019,0.617198107,2
0.149482352,0.3656217,0.505497708,1
0.797686181,0.399745554,0.874061631,2
0.766002252,0.251649475,0.43943317,1
0.478554012,0.355768413,0.992549907,2
0.844158171,0.04968259,0.889930222,2
0.029496174,0.571716731,0.221523727,1
0.865376223,0.421742258,0.612604548,2
0.150041761,0.512014101,0.87298731,2
0.527080667,0.773010367,0.97640822,2
0.99951509,0.184002844,0.793190052,2
0.157787665,0.634102572,0.235304797,1
0.19908127,0.554350199,0.032175682,1
0.235842309,0.088292305,0.957932389,1
0.717698989,0.181077555,0.93114577,2
0.596810213,0.80368757,0.811895331,2
0.041714654,0.065158937,0.995242304,1
0.984361483,0.990415333,0.975027611,3
0.01021142,0.069590742,0.627390117,1
0.835358681,0.309817862,0.202262251,1
0.186156546,0.772365379,0.093554846,1
0.066603181,0.895634217,0.573523871,2
0.146124948,0.644290822,0.66190619,1
0.268131095,0.863024254,0.379904707,2
0.978201665,0.283519203,0.599048304,2
0.622624529,0.44068642,0.278033047,1
0.358056347,0.877420676,0.3032501,2
0.488882607,0.417863538,0.273186224,1
0.797103084,0.193443477,0.268148757,1
0.545010575,0.33094972,0.669965206,2
0.242337241,0.00319712,0.982219156,1
0.719622009,0.644006154,0.021627743,1
0.689155119,0.428247292,0.756102452,2
0.212479944,0.275283935,0.349479662,1
0.835799764,0.316211675,0.833500188,2
0.619702615,0.12578302,0.215582518,1
0.167641056,0.823645757,0.211428825,1
0.620210832,0.065870557,0.595631532,1
0.619988993,0.930816149,0.378576445,2
0.825684945,0.425899503,0.255564211,2
0.750997694,0.531297361,0.425395364,2
0.779087875,0.549290181,0.406328997,2
0.903234045,0.73992292,0.000540217,2
0.209176436,0.485842455,0.207687649,1
0.74248892,0.868967637,0.840659118,2
0.988018868,0.626835037,0.386919637,2
0.323787001,0.462298771,0.730202268,2
0.240789506,0.539475555,0.183262449,1
0.184357284,0.753544204,0.491338149,1
0.040457179,0.222747082,0.431241858,1
0.046680047,0.005844243,0.146385813,0
0.682850583,0.00022074,0.161766158,1
0.75308051,0.476893741,0.613558081,2
0.323996167,0.921790918,0.817676893,2
0.829022205,0.795358839,0.995638347,3
0.245395602,0.54995822,0.300058727,1
0.212637908,0.498340867,0.757075133,1
0.534207881,0.808761469,0.391446701,2
0.180731968,0.037018465,0.371229556,1
0.645993086,0.746707731,0.874878245,2
0.01381416,0.913553653,0.546264904,1
0.181572169,0.48655065,0.841146463,2
0.312040744,0.626706846,0.764207916,2
0.615947596,0.243978239,0.36577713,1
0.712088931,0.906812287,0.276888282,2
0.525641235,0.158928407,0.76137472,1
0.790920476,0.329854611,0.75251817,2
0.098519089,0.859513064,0.185951875,1
0.485142951,0.053343641,0.920357319,1
0.99877575,0.452560102,0.097005961,2
0.829326983,0.308433125,0.597853705,2
0.973105818,0.554773834,0.262437203,2
0.864882196,0.087898245,0.081501005,1
0.728991199,0.066953941,0.432001934,1
0.229945366,0.672578189,0.295329269,1
0.899302657,0.541498234,0.099584675,2
0.76089172,0.561584051,0.593552636,2
0.309621226,0.064985369,0.423131908,1
0.661884983,0.130895891,0.906416561,2
0.861027983,0.399705326,0.890306408,2
0.868119315,0.319548323,0.126567931,1
0.901765558,0.499018458,0.247510292,2
0.775937774,0.866062528,0.871298092,3
0.186631403,0.093383122,0.377653958,1
0.98821757,0.911303971,0.23221559,2
0.726599502,0.493225456,0.970790013,2
0.195560389,0.886598741,0.501574041,2
0.560243651,0.874110095,0.994996224,2
0.452126891,0.884440473,0.396968212,2
0.875780758,0.990686157,0.675684781,3
0.788674468,0.131057644,0.673482402,2
0.072642128,0.729121267,0.026749031,1
0.834226054,0.455350454,0.985563127,2
0.733373183,0.819096283,0.039558334,2
0.510086381,0.539390759,0.026941338,1
0.311896938,0.929696628,0.588911194,2
0.693728309,0.692707883,0.147413984,2
0.025914843,0.83107746,0.253478518,1
0.647521172,0.213629532,0.97764322,2
0.09456517,0.32565054,0.175971963,1
0.958807133,0.780768798,0.617732788,2
0.859239812,0.657422954,0.500445259,2
0.863683205,0.633655372,0.964117602,2
0.913186689,0.924484813,0.015208482,2
0.102468515,0.828140574,0.037789412,1
0.79611765,0.301337049,0.690634017,2
0.239854217,0.966578212,0.072392141,1
0.468512341,0.614200581,0.868725331,2
0.60340966,0.438330341,0.803058887,2
0.194997218,0.083793882,0.817791448,1
0.484829052,0.422121418,0.455626809,1
0.981031803,0.073520154,0.81291878,2
0.757812818,0.52615035,0.528764829,2
0.666628173,0.776635488,0.576633274,2
0.759740539,0.344267495,0.488092162,2
0.950696155,0.36674653,0.11086287,1
0.511709624,0.662651507,0.937158643,2
0.777821611,0.115110237,0.113850235,1
0.66073553,0.628582253,0.258318898,2
0.160181063,0.685467186,0.040817731,1
0.858471079,0.992526411,0.429683663,2
0.949969561,0.183325253,0.965686469,2
0.081372223,0.175989283,0.865891173,1
0.574391007,0.459553965,0.610296537,2
0.328278036,0.960632705,0.371182595,2
0.373576588,0.228572676,0.008191346,1
0.184632659,0.429988733,0.305047497,1
0.427970854,0.799798425,0.567133216,2
0.523084992,0.706871116,0.625059218,2
0.225073204,0.645864602,0.633278219,2
0.263806286,0.495623882,0.993204676,2
0.065794816,0.00666288,0.002919091,0
0.304451856,0.10992828,0.294196204,1
0.879569482,0.598405963,0.708476191,2
0.765864146,0.725511582,0.30696053,2
0.89010672,0.601114559,0.367956634,2
0.63274367,0.48014376,0.512739447,2
0.063598078,0.624369926,0.31606749,1
0.651268851,0.21125728,0.09567175,1
0.509587571,0.466342019,0.37036431,1
0.078198519,0.750580175,0.706628856,2
0.95895929,0.409339454,0.951078911,2
0.477239252,0.932572567,0.679192726,2
0.073611527,0.576930943,0.726520539,1
0.843443543,0.01186957,0.168070629,1
0.191558991,0.758385255,0.041881111,1
0.577834736,0.318366908,0.844684391,2
0.844595228,0.888422767,0.21346181,2
0.615629047,0.095472814,0.227706593,1
0.286214137,0.399680185,0.00478859,1
0.059608982,0.913055907,0.22172564,1
0.720964938,0.686335173,0.693871091,2
0.222499623,0.010311985,0.842785969,1
0.182231804,0.711813544,0.578604968,1
0.295249522,0.178383313,0.636304284,1
0.730499696,0.651984515,0.072406508,1
0.055225366,0.151300033,0.81882374,1
0.356679893,0.429099624,0.533806579,1
0.480287823,0.38853173,0.350241102,1
0.571623723,0.342514711,0.350091412,1
0.732078355,0.220048082,0.989977779,2
0.642046627,0.123739103,0.161477801,1
0.480763945,0.784914994,0.605246624,2
0.460469743,0.879020783,0.735129813,2
0.360166873,0.692342871,0.730597104,2
0.201827345,0.954715032,0.708435951,2
0.030083394,0.440484054,0.765727387,1
0.233091978,0.017867946,0.615610998,1
0.407879439,0.519112947,0.568256344,1
0.315907211,0.09340149,0.622866115,1
0.346479326,0.521261834,0.278328477,1
0.656450886,0.805654516,0.091379226,2
0.80515045,0.936807422,0.176382557,2
0.535704337,0.681049741,0.316010308,2
0.548526568,0.946163296,0.915653036,2
0.454270094,0.193283111,0.022258017,1
0.477534166,0.117139678,0.443226708,1
0.291071415,0.891525621,0.972989131,2
0.618272305,0.844220561,0.061840819,2
0.583022893,0.650592572,0.08188645,1
0.946599674,0.476339494,0.626240728,2
0.434156023,0.406866973,0.700261984,2
0.517755728,0.257420382,0.879652158,2
0.461505565,0.56028469,0.716222548,2
0.815121272,0.457130157,0.946912415,2
0.309458696,0.775220494,0.027412955,1
0.002711518,0.212365391,0.424060745,1
0.959078224,0.502895095,0.296795552,2
0.408834638,0.082587536,0.386845944,1
0.175245104,0.946309391,0.471016008,2
0.440024487,0.955779196,0.285345307,2
0.493191453,0.928936806,0.320731127,2
0.730987664,0.223086716,0.138432434,1
0.329312333,0.597317805,0.216722663,1
0.21004598,0.894994372,0.473730031,2
0.276689459,0.250754558,0.498559775,1
0.796815999,0.897345564,0.967106806,3
0.264709839,0.962981133,0.338131469,2
0.145820111,0.841665804,0.849347134,2
0.942200186,0.95334331,0.720976196,3
0.970908032,0.819930148,0.938430972,3
0.755662211,0.314375973,0.575228595,2
0.835786945,0.475858579,0.252047446,2
0.120516782,0.201898946,0.806254182,1
0.176869716,0.782795251,0.264155022,1
0.920223654,0.459671388,0.086616747,1
0.849847782,0.849795058,0.864941421,3
0.289702303,0.806470862,0.51093407,2
0.674471422,0.691346762,0.357684634,2
0.848981067,0.379984104,0.656371284,2
0.227848001,0.500561607,0.42091241,1
0.568781028,0.982078642,0.097646539,2
0.15033954,0.294181616,0.819462756,1
0.173403088,0.937097821,0.500988802,2
0.12092764,0.707934771,0.988958318,2
0.607069298,0.936144546,0.117037246,2
0.811283,0.437422164,0.722935336,2
0.797869525,0.392561254,0.554005312,2
0.30011126,0.111972526,0.184316029,1
0.046054653,0.582519248,0.613249099,1
0.94019178,0.65798771,0.61001288,2
0.719281691,0.539590466,0.581563113,2
0.797361177,0.923743132,0.531974438,2
0.037142141,0.212208911,0.124918181,0
0.51320144,0.848033912,0.024203668,1
0.319665069,0.110222726,0.467762156,1
0.242422976,0.110309954,0.174131261,1
0.100931236,0.940887605,0.009254025,1
0.331104767,0.215705257,0.396351826,1
0.66742546,0.876900106,0.027864167,2
0.017793617,0.703408802,0.772276748,1
0.987986016,0.238849073,0.258476328,1
0.920206323,0.666844659,0.651722602,2
0.213449798,0.909600622,0.942062736,2
0.492529168,0.828073568,0.866102567,2
0.966866915,0.302216839,0.71935496,2
0.550159355,0.313840149,0.185944698,1
0.735873983,0.161357222,0.58791491,1
0.677605187,0.313550265,0.264381513,1
0.669252012,0.96087644,0.451181717,2
0.350009012,0.94437524,0.485892079,2
0.512598764,0.946965831,0.625229022,2
0.459057783,0.348577048,0.818051493,2
0.045748025,0.227130256,0.324723874,1
0.97521433,0.078304694,0.435884234,1
0.084416097,0.084543295,0.112917055,0
0.734580565,0.052668783,0.154488125,1
0.287995705,0.952817938,0.490475452,2
0.218771615,0.63069894,0.925248139,2
0.13668082,0.331235791,0.083987697,1
0.713203957,0.316416618,0.162475237,1
0.504707365,0.029179857,0.36430271,1
0.108447111,0.838725167,0.822391698,2
0.899401101,0.927011548,0.59420926,2
0.144263011,0.995324494,0.236539274,1
0.882610695,0.855053755,0.802221136,3
0.268559388,0.071252632,0.287905008,1
0.703387836,0.705617457,0.808197778,2
0.566831404,0.854838221,0.102541793,2
0.822695342,0.697574301,0.413699902,2
0.826999267,0.111406203,0.373144246,1
0.481799225,0.192326134,0.817368484,1
0.824588387,0.987004582,0.825695222,3
0.505580498,0.600216974,0.871835267,2
0.10199148,0.220502072,0.939598637,1
0.412733237,0.875437557,0.182606895,1
0.23042668,0.230121796,0.653904551,1
0.689583882,0.405054595,0.214574663,1
0.048970986,0.528775482,0.595211428,1
0.621454997,0.438529555,0.886048455,2
0.967880613,0.256054453,0.525462982,2
0.20325469,0.25299742,0.570317209,1
0.488517363,0.703149668,0.228716054,1
0.784087025,0.797452251,0.494930455,2
0.099200685,0.404843413,0.886108455,1
0.217702062,0.533799124,0.558093514,1
0.152015372,0.054555739,0.915917224,1
0.437055245,0.06623441,0.195168024,1
0.132008492,0.044580918,0.867560134,1
0.775210833,0.364013888,0.100315786,1
0.17317068,0.840437326,0.796798231,2
0.232271173,0.443233452,0.347599912,1
0.915397455,0.330794633,0.594960223,2
0.65468888,0.606781196,0.881020551,2
0.847529254,0.658555327,0.131757827,2
0.624860903,0.556701953,0.080076349,1
0.984469223,0.000913923,0.484911974,1
0.135397383,0.863983322,0.626902378,2
0.759465524,0.127830133,0.810375797,2
0.956171374,0.406534614,0.13335225,1
0.280042155,0.679704561,0.057475404,1
0.596103431,0.830083594,0.867718064,2
0.297003929,0.199646817,0.032717769,1
0.630160117,0.740798767,0.038957981,1
0.916585912,0.244075157,0.049473423,1
0.159696142,0.292595884,0.218103733,1
0.684237439,0.541424546,0.598912945,2
0.291238284,0.842328596,0.962620123,2
0.470367921,0.762491835,0.625574797,2
0.858248249,0.785189648,0.19508911,2
0.36443767,0.971561958,0.195759887,2
0.094587827,0.62414366,0.237745579,1
0.081825159,0.751430016,0.411736142,1
0.903633724,0.274006403,0.351971093,2
0.193905948,0.431401357,0.715959539,1
0.054634163,0.272807303,0.510276909,1
0.151562818,0.588560942,0.681206095,1
0.27105782,0.761690144,0.344473661,1
0.195395675,0.560957856,0.111075789,1
0.04027631,0.689721435,0.52544102,1
0.031237929,0.432973531,0.142828426,1
0.224011425,0.94958511,0.915284419,2
0.594683941,0.899786216,0.167355662,2
0.009321916,0.364265795,0.726166743,1
0.021139348,0.652619318,0.002064654,1
0.43221215,0.595386223,0.097574349,1
0.161805304,0.574535587,0.540424735,1
0.55672848,0.297803893,0.035870808,1
0.250150296,0.998561185,0.064004472,1
0.190502762,0.625457007,0.162089993,1
0.032258606,0.10425936,0.759819549,1
0.659704552,0.134521161,0.090585269,1
0.437084736,0.416739103,0.404212989,1
0.297044108,0.729794778,0.402032112,1
0.149270562,0.061507497,0.20614374,0
0.458450504,0.165610184,0.349195169,1
0.593261374,0.597400867,0.466741836,2
0.60647918,0.692399219,0.771989763,2
0.599177984,0.176915044,0.480862816,1
0.487018684,0.117667879,0.175809859,1
0.678388917,0.326349909,0.928540421,2
0.443512809,0.466235983,0.878223833,2
0.618671109,0.930829343,0.987245239,3
0.623524897,0.40410851,0.545224726,2
0.449710313,0.309969183,0.596867432,1
0.245507817,0.587956591,0.060249062,1
0.256215074,0.212698058,0.619265887,1
0.941218357,0.300272389,0.140555193,1
0.604769829,0.325125878,0.881214659,2
0.153281129,0.276771619,0.677975429,1
0.043907088,0.743079448,0.955631655,2
0.865290878,0.617260558,0.668732385,2
0.071813621,0.452170083,0.325334628,1
0.551835689,0.476412309,0.580624756,2
0.219861621,0.107413975,0.191812558,1
0.819170165,0.049479426,0.657028138,2
0.241686354,0.551934103,0.239450146,1
0.421657079,0.693785297,0.348992572,1
0.515372863,0.512604216,0.346528091,1
0.032148008,0.151435134,0.931288148,1
0.701664542,0.581754189,0.759142207,2
0.981516512,0.559094267,0.356906167,2
0.583904951,0.383783283,0.144672641,1
0.348263407,0.844184024,0.79364812,2
0.829593717,0.897014216,0.46828669,2
0.743937925,0.510779906,0.461549078,2
0.001870672,0.636711572,0.443615381,1
0.331272718,0.929638041,0.036748529,1
0.257670747,0.575198834,0.36866654,1
0.215014314,0.435062994,0.270889137,1
0.860901786,0.032310077,0.553511375,1
0.837545755,0.237241552,0.766996576,2
0.589133099,0.373630027,0.84002494,2
0.20858641,0.584937398,0.305754483,1
0.823294922,0.300101385,0.627770408,2
0.427919232,0.84930266,0.894935653,2
0.745005139,0.646561852,0.264457139,2
0.106600634,0.953263202,0.142352105,1
0.948055181,0.217587554,0.502837946,2
0.323690466,0.985175886,0.011648844,1
0.145359004,0.462471386,0.138205567,1
0.304441459,0.6849342,0.87297712,2
0.933379479,0.447898027,0.468090541,2
0.593934023,0.115429826,0.489813025,1
0.343277687,0.484487222,0.241102267,1
0.200418026,0.062007279,0.497018428,1
0.642976453,0.334816852,0.87526143,2
0.34418308,0.032854936,0.931191945,1
0.994453393,0.034078647,0.066440137,1
0.277798325,0.639989478,0.966085059,2
0.064269898,0.399936118,0.469241674,1
0.740512376,0.37868347,0.077574544,1
0.649301005,0.238223336,0.157356456,1
0.161504023,0.95370826,0.604508474,2
0.645418665,0.644674588,0.144655106,1
0.346393604,0.646608714,0.112644171,1
0.391413187,0.06298331,0.789173522,1
0.018652531,0.609435081,0.188561192,1
0.572450255,0.749687243,0.276067274,2
0.089044863,0.372486787,0.093849895,1
0.214014154,0.074158356,0.42887894,1
0.290957855,0.921216387,0.410579076,2
0.134919636,0.804012405,0.531088992,1
0.985669824,0.094604814,0.824308299,2
0.372938675,0.197382506,0.625048839,1
0.827225274,0.643247752,0.667860474,2
0.965844093,0.915231702,0.890525165,3
0.201211466,0.702155245,0.133223273,1
0.482767305,0.117442986,0.273541656,1
0.259616159,0.565229275,0.188174304,1
0.391776626,0.877403526,0.764400089,2
0.883026111,0.097100922,0.658320166,2
0.659898765,0.211624081,0.030638617,1
0.86899953,0.507227077,0.524649559,2
0.923570088,0.602794499,0.690615239,2
0.293491525,0.260967371,0.912372426,1
0.583174835,0.364491811,0.54415821,1
0.304918753,0.276977073,0.977796889,2
0.428642959,0.303458756,0.778362704,2
0.350445164,0.226841663,0.518099913,1
0.899839403,0.708047462,0.177316418,2
0.262922106,0.722284131,0.118661616,1
0.502064611,0.633140051,0.244122715,1
0.259791082,0.899583248,0.37563224,2
0.669623737,0.755442758,0.657667848,2
0.986023502,0.504781272,0.131405143,2
0.568988905,0.66845205,0.246524463,1
0.220050526,0.214507847,0.797033,1
0.357469961,0.260192655,0.59448334,1
0.16010987,0.708080775,0.467334472,1
0.521522223,0.385337384,0.403165784,1
0.765150886,0.959917573,0.694418336,2
0.9842907,0.44249333,0.130279906,2
0.111088459,0.195071032,0.70761973,1
0.413606387,0.530532949,0.225992572,1
0.109290058,0.500819226,0.619417273,1
0.708095044,0.124436512,0.145756299,1
0.67799004,0.96250133,0.926897772,3
0.368935255,0.398081503,0.12423662,1
0.336939017,0.847348283,0.71840846,2
0.004696258,0.395757901,0.177643906,1
0.714387622,0.177854945,0.535653658,1
0.51584158,0.55052409,0.555429758,2
0.557875909,0.825058579,0.721454827,2
0.414569099,0.595273954,0.445442608,1
0.645114657,0.49153842,0.172443439,1
0.176214359,0.384557099,0.380547831,1
0.907754707,0.183065269,0.665808312,2
0.892838636,0.495941461,0.723876846,2
0.188586806,0.15747418,0.402572899,1
0.307200304,0.019603546,0.05451045,0
0.812204648,0.478800904,0.060097752,1
0.250467592,0.754667118,0.144286526,1
0.774768907,0.310246352,0.086805725,1
0.432650223,0.968029975,0.645160538,2
0.62959522,0.727402221,0.771137611,2
0.528650643,0.559335795,0.902120824,2
0.456162126,0.61134535,0.364766275,1
0.490174316,0.997513381,0.435810074,2
0.570574868,0.689554049,0.674948728,2
0.595041657,0.990597584,0.067436707,2
0.109071938,0.861431099,0.410600543,1
0.912587051,0.63574572,0.260398902,2
0.580172876,0.215984161,0.045052901,1
0.378887934,0.705127113,0.076063885,1
0.935577012,0.150557539,0.630813659,2
0.872803369,0.866365604,0.014801234,2
0.443574458,0.984705946,0.515354262,2
0.165548593,0.695234572,0.849597871,2
0.87880178,0.320548514,0.556568369,2
0.805046197,0.953189693,0.838933823,3
0.510700607,0.565288052,0.804735955,2
0.332906494,0.997099897,0.605407104,2
0.650954177,0.618019098,0.261785201,2
0.489415728,0.800359119,0.338569992,2
0.456296585,0.052656874,0.650218562,1
0.62867012,0.852384532,0.367248971,2
0.290031619,0.915793591,0.096481662,1
0.967641803,0.711195082,0.084024592,2
0.517106102,0.459707843,0.757678257,2
0.487640749,0.217587785,0.790515745,1
0.221069733,0.635706406,0.416834829,1
0.826563101,0.571787016,0.01626432,1
0.295950172,0.501230196,0.341830773,1
0.51799071,0.428222976,0.84239943,2
0.389843954,0.93860356,0.647291958,2
0.842141605,0.534679317,0.371206105,2
0.832356197,0.077498663,0.14820163,1
0.961948727,0.571395462,0.598692182,2
0.126923342,0.115053896,0.133680587,0
0.662459412,0.532316268,0.194021252,1
0.601568176,0.73493251,0.002377495,1
0.419306733,0.918113687,0.920436836,2
0.49635176,0.630391567,0.105024479,1
0.354216741,0.181449373,0.4999177,1
0.330385095,0.904032973,0.882712243,2
0.082361681,0.413124971,0.460085659,1
0.996242506,0.372429546,0.841567271,2
0.439000477,0.460454021,0.08198686,1
0.940375395,0.681855144,0.601638806,2
0.273040163,0.448601244,0.221087488,1
0.330969322,0.66771721,0.847931076,2
0.187777385,0.563641099,0.587546587,1
0.14586016,0.437687277,0.461571448,1
0.851584809,0.233761431,0.658410133,2
0.752028693,0.824035261,0.721219281,2
0.154175701,0.907395353,0.31283599,1
0.115849898,0.050682421,0.502854649,1
0.086453462,0.88580938,0.428233793,1
0.831297323,0.90565176,0.520966168,2
0.383013313,0.911225995,0.366767743,2
0.089065041,0.201342235,0.428853429,1
0.560843751,0.269216263,0.60013573,1
0.377821107,0.942918393,0.960148994,2
0.824780622,0.225824435,0.045608753,1
0.687158654,0.626421591,0.567086989,2
0.371401587,0.779481168,0.038445686,1
0.255921178,0.769484352,0.548649529,2
0.483182877,0.657571199,0.119639895,1
0.073734171,0.984857443,0.656170022,2
0.833800146,0.119686104,0.902917147,2
0.909252676,0.584702032,0.527114366,2
0.032444107,0.493164387,0.693394732,1
0.122406918,0.171061207,0.383498215,1
0.834562584,0.74872591,0.759320429,2
0.089383625,0.001100014,0.190957202,0
0.562801832,0.42952079,0.481035361,1
0.534136995,0.139934328,0.481475876,1
0.976973067,0.019539468,0.996319626,2
0.437089394,0.938768303,0.309914767,2
0.038700581,0.30506269,0.684805496,1
0.573124902,0.373866853,0.63430768,2
0.693894521,0.043720799,0.147013569,1
0.16899753,0.829008597,0.179103269,1
0.031875854,0.283596898,0.08368375,0
0.155331368,0.357067707,0.78733976,1
0.490342676,0.196386469,0.34693161,1
0.145242905,0.183016613,0.840028934,1
0.672990708,0.456859812,0.609984582,2
0.749773886,0.118551934,0.529561357,1
0.841593388,0.776522979,0.66332185,2
0.614844087,0.585783154,0.15419428,1
0.711680002,0.714140396,0.834314785,2
0.364784998,0.853378643,0.702069884,2
0.386606853,0.442856592,0.880977423,2
0.75513861,0.114895142,0.972610414,2
0.570992219,0.246482902,0.925631022,2
0.836493074,0.790952193,0.851957882,2
0.210457564,0.964842438,0.617022262,2
0.996392454,0.919223613,0.414311014,2
0.512413755,0.070132669,0.077865614,1
0.365610675,0.612494362,0.753101212,2
0.683613818,0.157799887,0.608191006,1
0.4897471,0.785640461,0.796875127,2
0.919510948,0.587352908,0.938707555,2
0.257617733,0.46236845,0.683555912,1
0.187779023,0.047956702,0.594164975,1
0.658716149,0.794112445,0.223643369,2
0.836548674,0.903652621,0.092802716,2
0.853710596,0.802846548,0.664608874,2
0.719003115,0.583852004,0.790228605,2
0.438938277,0.139670049,0.249178981,1
0.762110739,0.685917737,0.337268281,2
0.676195566,0.849052227,0.910590329,2
0.738780141,0.044822139,0.668511937,1
0.833057571,0.757920934,0.910272878,3
0.061420596,0.323230374,0.599841388,1
0.14812715,0.603598533,0.840489173,2
0.823287708,0.954665726,0.415602066,2
0.539226062,0.247328867,0.168120536,1
0.643713908,0.831320881,0.595451638,2
0.566798525,0.621878093,0.4982379,2
0.036730064,0.727749519,0.842921993,2
0.86111972,0.607296209,0.92397748,2
0.601742105,0.735528621,0.669323226,2
0.876028384,0.81969728,0.690830115,2
0.150333531,0.750648915,0.537211116,1
0.979282812,0.768864153,0.533907223,2
